Gloss Variant,Consultant,Session,Scene,Start,End,id,session_scene,session_scene_id,is_corrupt
BUTTON++,Tyler,ASL_2008_05_12a,37,1657,1696,1935,ASL_2008_05_12a-37,408,0
BUY,Brady,ASL_2011_06_08_Brady,24,10480,10496,1936,ASL_2011_06_08_Brady-24,732,0
BUY,Dana,ASL_2007_05_24,8,1197,1240,1937,ASL_2007_05_24-8,43,0
BUY,Lana,ASL_2006_10_10,4,1282,1303,1938,ASL_2006_10_10-4,18,0
BUY,Liz,ASL_2008_01_11,60,1560,1590,1939,ASL_2008_01_11-60,99,0
BUY,Naomi,ASL_2008_08_04,38,1855,1887,1940,ASL_2008_08_04-38,569,0
BUY,Tyler,ASL_2008_05_12a,37,1895,1920,1941,ASL_2008_05_12a-37,408,0
BUY++,Brady,ASL_2011_07_19_Brady,81,719,769,1942,ASL_2011_07_19_Brady-81,883,0
BUY++,Liz,ASL_2008_02_29,30,255,305,1943,ASL_2008_02_29-30,303,0
BUY++AGENT,Brady,ASL_2011_06_14_Brady,3,9539,9567,1944,ASL_2011_06_14_Brady-3,774,0
BUY++AGENT,Liz,ASL_2008_01_18,4,1447,1518,1945,ASL_2008_01_18-4,159,0
BUY++AGENT,Naomi,ASL_2008_08_06,4,1094,1145,1946,ASL_2008_08_06-4,623,0
C,Brady,ASL_2011_06_08_Brady,24,10753,10766,1947,ASL_2011_06_08_Brady-24,732,0
C,Liz,ASL_2008_01_11,61,290,300,1948,ASL_2008_01_11-61,100,0
C,Naomi,ASL_2008_08_04,38,2130,2177,1949,ASL_2008_08_04-38,569,0
C,Tyler,ASL_2008_05_12a,37,2090,2145,1950,ASL_2008_05_12a-37,408,0
CABBAGE+,Brady,ASL_2011_07_22_Brady,10,1413,1457,1951,ASL_2011_07_22_Brady-10,901,0
CABBAGE+,Liz,ASL_2008_01_11,61,871,905,1952,ASL_2008_01_11-61,100,0
CABBAGE+,Naomi,ASL_2008_08_04,39,633,667,1953,ASL_2008_08_04-39,570,0
CABBAGE++,Brady,ASL_2011_06_08_Brady,24,11378,11409,1954,ASL_2011_06_08_Brady-24,732,0
CABBAGE++,Tyler,ASL_2008_05_12a,38,340,395,1955,ASL_2008_05_12a-38,409,0
CABINET+,Liz,ASL_2008_01_11,61,1115,1190,1956,ASL_2008_01_11-61,100,0
CABINET++,Brady,ASL_2011_06_08_Brady,24,11656,11701,1957,ASL_2011_06_08_Brady-24,732,0
CABINET++,Tyler,ASL_2008_05_12a,38,595,650,1958,ASL_2008_05_12a-38,409,0
CAESAREAN-SECTION,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,25,1090,1160,1959,ASL_2010_08_10_Liz_additional_lexicon_signs-25,705,0
CAESAREAN-SECTION_2,Brady,ASL_2011_06_08_Brady,24,11936,11956,1960,ASL_2011_06_08_Brady-24,732,0
CAFETERIA,Brady,ASL_2011_06_08_Brady,24,12188,12208,1961,ASL_2011_06_08_Brady-24,732,0
CAFETERIA,Liz,ASL_2008_01_11,61,1410,1441,1962,ASL_2008_01_11-61,100,0
CAFETERIA,Naomi,ASL_2008_08_04,39,2032,2065,1963,ASL_2008_08_04-39,570,0
CAFETERIA,Tyler,ASL_2008_05_12a,38,822,850,1964,ASL_2008_05_12a-38,409,0
CAKE,Liz,ASL_2008_02_29,17,802,842,1965,ASL_2008_02_29-17,289,0
CAKE+,Brady,ASL_2011_06_08_Brady,24,12440,12461,1966,ASL_2011_06_08_Brady-24,732,0
CAKE++,Tyler,ASL_2008_05_12a,38,1020,1085,1967,ASL_2008_05_12a-38,409,0
CALCULATOR+,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,25,1365,1426,1968,ASL_2010_08_10_Liz_additional_lexicon_signs-25,705,0
CALCULUS+,Brady,ASL_2011_06_08_Brady,24,13476,13500,1969,ASL_2011_06_08_Brady-24,732,0
CALCULUS+,Liz,ASL_2008_01_11,61,1775,1810,1970,ASL_2008_01_11-61,100,0
CALCULUS+,Naomi,ASL_2008_08_04,39,2619,2652,1971,ASL_2008_08_04-39,570,0
CALCULUS++,Tyler,ASL_2008_05_12a,38,1270,1330,1972,ASL_2008_05_12a-38,409,0
CALENDAR,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,25,1540,1605,1973,ASL_2010_08_10_Liz_additional_lexicon_signs-25,705,0
CALENDAR_2,Brady,ASL_2011_06_08_Brady,24,13800,13828,1974,ASL_2011_06_08_Brady-24,732,0
CALL-BY-PHONE,Brady,ASL_2011_06_08_Brady,25,710,726,1975,ASL_2011_06_08_Brady-25,733,0
CALL-BY-PHONE,Dana,ASL_2007_05_24,9,710,749,1976,ASL_2007_05_24-9,44,0
CALL-BY-PHONE,Lana,ASL_2006_10_10,5,630,647,1977,ASL_2006_10_10-5,19,0
CALL-BY-PHONE,Liz,ASL_2008_01_11,62,435,475,1978,ASL_2008_01_11-62,101,0
CALL-BY-PHONE,Naomi,ASL_2008_08_04,39,3195,3215,1979,ASL_2008_08_04-39,570,0
CALL-ON-RELAY/VRS,Brady,ASL_2011_06_08_Brady,25,416,426,1980,ASL_2011_06_08_Brady-25,733,0
CALL-ON-RELAY/VRS,Brady,ASL_2011_06_08_Brady,25,1060,1067,1981,ASL_2011_06_08_Brady-25,733,0
CALL-ON-RELAY/VRS,Brady,ASL_2011_07_19_Brady,76,2012,2027,1982,ASL_2011_07_19_Brady-76,878,0
CALL-ON-RELAY/VRS,Liz,ASL_2008_01_11,62,645,665,1983,ASL_2008_01_11-62,101,0
CALL-ON-RELAY/VRS,Liz,ASL_2008_02_29,26,642,660,1984,ASL_2008_02_29-26,298,0
CALL-ON-RELAY/VRS,Naomi,ASL_2008_08_04,39,3440,3461,1985,ASL_2008_08_04-39,570,0
CALL-ON-RELAY/VRS+,Brady,ASL_2011_07_19_Brady,111,452,494,1986,ASL_2011_07_19_Brady-111,816,0
CALL-ON-RELAY/VRS+,Liz,ASL_2008_03_28,6,3430,3470,1987,ASL_2008_03_28-6,374,0
CALM-DOWN,Brady,ASL_2011_06_08_Brady,25,164,200,1988,ASL_2011_06_08_Brady-25,733,0
CALM-DOWN,Brady,ASL_2011_06_08_Brady,25,1284,1304,1989,ASL_2011_06_08_Brady-25,733,0
CALM-DOWN,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,25,1710,1795,1990,ASL_2010_08_10_Liz_additional_lexicon_signs-25,705,0
CAMERA+,Liz,ASL_2008_01_11,62,830,860,1991,ASL_2008_01_11-62,101,0
CAMERA+,Naomi,ASL_2008_08_04,39,3702,3725,1992,ASL_2008_08_04-39,570,0
CAMERA++,Liz,ASL_2008_03_28,3,3711,3745,1993,ASL_2008_03_28-3,352,0
CAMERA++,Tyler,ASL_2008_05_12a,38,2745,2780,1994,ASL_2008_05_12a-38,409,0
CAMERA-FLASH,Liz,ASL_2008_03_28,4,852,890,1995,ASL_2008_03_28-4,363,0
CAMP,Brady,ASL_2011_06_08_Brady,25,1940,1968,1996,ASL_2011_06_08_Brady-25,733,0
CAMP,Brady,ASL_2011_06_08_Brady,25,2301,2336,1997,ASL_2011_06_08_Brady-25,733,0
CAMP,Brady,ASL_2011_07_19_Brady,112,904,924,1998,ASL_2011_07_19_Brady-112,817,0
CAMP,Liz,ASL_2008_03_28,8,250,290,1999,ASL_2008_03_28-8,376,0
CAMP+,Dana,ASL_2007_05_24,8,1470,1534,2000,ASL_2007_05_24-8,43,0
CAMP+,Lana,ASL_2006_10_10,4,1539,1569,2001,ASL_2006_10_10-4,18,0
CAMP+,Liz,ASL_2008_01_11,62,1325,1370,2002,ASL_2008_01_11-62,101,0
CAMP+,Naomi,ASL_2008_08_04,40,591,625,2003,ASL_2008_08_04-40,572,0
CAMP+,Naomi,ASL_2008_08_04,40,898,930,2004,ASL_2008_08_04-40,572,0
CAMP+,Tyler,ASL_2008_05_12a,39,615,650,2005,ASL_2008_05_12a-39,410,0
CAMP++,Tyler,ASL_2008_05_12a,39,365,420,2006,ASL_2008_05_12a-39,410,0
CAN,Brady,ASL_2011_06_08_Brady,25,2886,2906,2007,ASL_2011_06_08_Brady-25,733,0
CAN,Dana,ASL_2007_05_24,8,1612,1662,2008,ASL_2007_05_24-8,43,0
CAN,Lana,ASL_2006_10_10,4,1669,1682,2009,ASL_2006_10_10-4,18,0
CAN,Liz,ASL_2008_01_11,62,1535,1560,2010,ASL_2008_01_11-62,101,0
CAN,Naomi,ASL_2008_08_04,40,1130,1145,2011,ASL_2008_08_04-40,572,0
CAN,Tyler,ASL_2008_05_12a,39,815,850,2012,ASL_2008_05_12a-39,410,0
CAN+,Liz,ASL_2008_02_15,45,436,480,2013,ASL_2008_02_15-45,269,0
CAN++,Brady,ASL_2011_07_19_Brady,39,217,253,2014,ASL_2011_07_19_Brady-39,846,0
CANCEL/CRITICIZE,Brady,ASL_2011_06_08_Brady,12,1147,1177,2015,ASL_2011_06_08_Brady-12,721,0
CANCEL/CRITICIZE,Brady,ASL_2011_06_08_Brady,25,6073,6110,2016,ASL_2011_06_08_Brady-25,733,0
CANCEL/CRITICIZE,Brady,ASL_2011_06_08_Brady,30,7908,7937,2017,ASL_2011_06_08_Brady-30,738,0
CANCEL/CRITICIZE,Brady,ASL_2011_06_08_Brady,31,7629,7661,2018,ASL_2011_06_08_Brady-31,739,0
CANCEL/CRITICIZE,Liz,ASL_2008_01_18,5,3200,3255,2019,ASL_2008_01_18-5,170,0
CANCEL/CRITICIZE,Liz,ASL_2008_01_18,9,545,587,2020,ASL_2008_01_18-9,175,0
CANCEL/CRITICIZE,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,6,1688,1737,2021,ASL_2010_08_10_Liz_additional_lexicon_signs-6,715,0
CANCEL/CRITICIZE,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,25,1925,1995,2022,ASL_2010_08_10_Liz_additional_lexicon_signs-25,705,0
CANCEL/CRITICIZE,Naomi,ASL_2008_08_06,5,4435,4470,2023,ASL_2008_08_06-5,634,0
CANCEL/CRITICIZE,Naomi,ASL_2008_08_06,9,480,515,2024,ASL_2008_08_06-9,639,0
CANCEL/CRITICIZE,Tyler,ASL_2008_05_12b,9,225,270,2025,ASL_2008_05_12b-9,445,0
CANCEL/CRITICIZE+,Tyler,ASL_2008_05_12b,5,2727,2780,2026,ASL_2008_05_12b-5,441,0
CANDLE,Brady,ASL_2011_06_08_Brady,25,6404,6438,2027,ASL_2011_06_08_Brady-25,733,0
CANDLE,Liz,ASL_2008_01_11,63,455,490,2028,ASL_2008_01_11-63,102,0
CANDLE,Naomi,ASL_2008_08_04,40,2515,2537,2029,ASL_2008_08_04-40,572,0
CANDLE,Tyler,ASL_2008_05_12a,39,1190,1231,2030,ASL_2008_05_12a-39,410,0
CANDY,Brady,ASL_2011_06_08_Brady,25,7403,7434,2031,ASL_2011_06_08_Brady-25,733,0
CANDY,Lana,ASL_2006_10_10,5,1034,1058,2032,ASL_2006_10_10-5,19,0
CANDY+,Liz,ASL_2008_01_11,63,1191,1220,2033,ASL_2008_01_11-63,102,0
CANDY+,Naomi,ASL_2008_08_04,40,3485,3512,2034,ASL_2008_08_04-40,572,0
CANDY+,Tyler,ASL_2008_05_12a,39,1830,1881,2035,ASL_2008_05_12a-39,410,0
"CANDY++DCL""cane""",Tyler,ASL_2008_05_12a,39,1542,1637,2036,ASL_2008_05_12a-39,410,0
CANDY+fs-CANE,Brady,ASL_2011_06_14_Brady,3,4298,4336,2037,ASL_2011_06_14_Brady-3,774,0
CANE+,Brady,ASL_2011_06_08_Brady,25,10042,10082,2038,ASL_2011_06_08_Brady-25,733,0
CANE+,Liz,ASL_2008_01_11,63,1630,1690,2039,ASL_2008_01_11-63,102,0
CANE+,Naomi,ASL_2008_08_04,40,3816,3882,2040,ASL_2008_08_04-40,572,0
CANE++,Tyler,ASL_2008_05_12a,39,2530,2586,2041,ASL_2008_05_12a-39,410,0
CANNOT,Brady,ASL_2011_06_08_Brady,25,11302,11317,2042,ASL_2011_06_08_Brady-25,733,0
CANNOT,Dana,ASL_2007_05_24,8,1886,1924,2043,ASL_2007_05_24-8,43,0
CANNOT,Lana,ASL_2006_10_10,4,1906,1921,2044,ASL_2006_10_10-4,18,0
CANNOT,Liz,ASL_2008_01_11,64,770,790,2045,ASL_2008_01_11-64,103,0
CANNOT,Naomi,ASL_2008_08_04,41,1785,1802,2046,ASL_2008_08_04-41,573,0
CANNOT,Tyler,ASL_2008_05_12a,40,781,805,2047,ASL_2008_05_12a-40,412,0
CAPITAL-LETTER,Brady,ASL_2011_06_08_Brady,25,12309,12327,2048,ASL_2011_06_08_Brady-25,733,0
CAPITAL-LETTER,Liz,ASL_2008_01_11,64,965,990,2049,ASL_2008_01_11-64,103,0
CAPTIONS+,Brady,ASL_2011_06_08_Brady,25,12674,12698,2050,ASL_2011_06_08_Brady-25,733,0
CAPTIONS+,Brady,ASL_2011_06_08_Brady,25,12900,12925,2051,ASL_2011_06_08_Brady-25,733,0
CAPTIONS+,Brady,ASL_2011_07_19_Brady,77,434,457,2052,ASL_2011_07_19_Brady-77,879,0
CAPTIONS+,Brady,ASL_2011_07_19_Brady,77,725,750,2053,ASL_2011_07_19_Brady-77,879,0
CAPTIONS++,Dana,ASL_2007_05_24,8,2153,2224,2054,ASL_2007_05_24-8,43,0
CAR+,Brady,ASL_2011_06_08_Brady,25,13380,13415,2055,ASL_2011_06_08_Brady-25,733,0
CAR+,Brady,ASL_2011_07_22_Brady,42,1038,1080,2056,ASL_2011_07_22_Brady-42,933,0
CAR+,Liz,ASL_2008_01_11,65,815,876,2057,ASL_2008_01_11-65,104,0
CAR+,Liz,ASL_2008_01_18,24,3355,3420,2058,ASL_2008_01_18-24,142,0
CAR+,Naomi,ASL_2008_08_04,41,3872,3937,2059,ASL_2008_08_04-41,573,0
CAR+,Naomi,ASL_2008_08_06,24,2066,2130,2060,ASL_2008_08_06-24,606,0
CAR+,Tyler,ASL_2008_05_12a,40,3136,3172,2061,ASL_2008_05_12a-40,412,0
CAR++,Lana,ASL_2006_01_20,22,839,912,2062,ASL_2006_01_20-22,0,0
"CAR+DCL""curved surface""",Brady,ASL_2011_06_08_Brady,25,13718,13755,2063,ASL_2011_06_08_Brady-25,733,0
"CAR+DCL""long flat surface""",Liz,ASL_2008_01_11,65,535,613,2064,ASL_2008_01_11-65,104,0
"CAR+DCL""long flat surface""",Naomi,ASL_2008_08_04,41,3574,3635,2065,ASL_2008_08_04-41,573,0
"CAR+DCL""long flat surface""",Tyler,ASL_2008_05_12a,40,2873,2945,2066,ASL_2008_05_12a-40,412,0
"CAR+DCL:1""speedometer""",Liz,ASL_2008_02_29,40,2068,2161,2067,ASL_2008_02_29-40,314,0
CAR+ENGINE+,Liz,ASL_2008_01_18,31,4478,4577,2068,ASL_2008_01_18-31,150,0
CAR+TRUNK,Brady,ASL_2011_06_14_Brady,12,1916,1978,2069,ASL_2011_06_14_Brady-12,755,0
CAR-HORN+,Brady,ASL_2011_06_14_Brady,35,4128,4149,2070,ASL_2011_06_14_Brady-35,780,0
CAR-HORN+,Liz,ASL_2008_02_01,24,1002,1055,2071,ASL_2008_02_01-24,190,0
CAR-HORN+,Tyler,ASL_2008_05_29a,52,1910,1950,2072,ASL_2008_05_29a-52,492,0
CAR-HORN_2+,Naomi,ASL_2008_08_13,20,2015,2053,2073,ASL_2008_08_13-20,652,0
CARDIGAN,Liz,ASL_2008_02_29,54,2685,2725,2074,ASL_2008_02_29-54,329,0
CARDIGAN_2,Brady,ASL_2011_07_19_Brady,106,3172,3198,2075,ASL_2011_07_19_Brady-106,812,0
CARE+,Brady,ASL_2011_06_08_Brady,17,7388,7413,2076,ASL_2011_06_08_Brady-17,726,0
CARE+,Brady,ASL_2011_06_08_Brady,25,14017,14043,2077,ASL_2011_06_08_Brady-25,733,0
CARE+,Liz,ASL_2008_01_11,35,505,535,2078,ASL_2008_01_11-35,71,0
CARE+,Naomi,ASL_2008_08_04,23,2948,2975,2079,ASL_2008_08_04-23,553,0
CARE++,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,25,2126,2170,2080,ASL_2010_08_10_Liz_additional_lexicon_signs-25,705,0
CARE++,Tyler,ASL_2008_05_12a,22,2535,2567,2081,ASL_2008_05_12a-22,392,0
CARE++AGENT,Brady,ASL_2011_06_14_Brady,29,6333,6365,2082,ASL_2011_06_14_Brady-29,773,0
CARE++AGENT,Liz,ASL_2008_02_01,13,452,513,2083,ASL_2008_02_01-13,180,0
CARE++AGENT,Naomi,ASL_2008_08_13,11,366,412,2084,ASL_2008_08_13-11,642,0
CARELESS+,Naomi,ASL_2008_08_04,41,4208,4245,2085,ASL_2008_08_04-41,573,0
CARE_2+,Lana,ASL_2006_10_10,4,2282,2327,2086,ASL_2006_10_10-4,18,0
CARE_2++,Dana,ASL_2007_05_24,8,2307,2385,2087,ASL_2007_05_24-8,43,0
CARPENTER+,Brady,ASL_2011_06_08_Brady,25,14514,14543,2088,ASL_2011_06_08_Brady-25,733,0
CARPENTER+,Liz,ASL_2008_01_11,65,1265,1305,2089,ASL_2008_01_11-65,104,0
CARROT,Brady,ASL_2011_06_08_Brady,25,19455,19472,2090,ASL_2011_06_08_Brady-25,733,0
CARROT,Naomi,ASL_2008_08_04,42,341,360,2091,ASL_2008_08_04-42,574,0
CARROT_2+,Liz,ASL_2008_01_11,65,1590,1626,2092,ASL_2008_01_11-65,104,0
CARRY,Brady,ASL_2011_06_08_Brady,25,19820,19855,2093,ASL_2011_06_08_Brady-25,733,0
CARRY,Brady,ASL_2011_07_22_Brady,39,2097,2144,2094,ASL_2011_07_22_Brady-39,930,0
CARRY,Liz,ASL_2008_01_11,66,285,340,2095,ASL_2008_01_11-66,105,0
CARRY,Naomi,ASL_2008_08_04,42,696,725,2096,ASL_2008_08_04-42,574,0
CARRY,Tyler,ASL_2008_05_12a,35,565,600,2097,ASL_2008_05_12a-35,406,0
CARRY-SUITCASE++,Tyler,ASL_2008_06_10,7,1270,1310,2098,ASL_2008_06_10-7,536,0
CASHIER,Naomi,ASL_2008_08_04,42,1050,1115,2099,ASL_2008_08_04-42,574,0
CASHIER++,Tyler,ASL_2008_05_12a,41,890,938,2100,ASL_2008_05_12a-41,413,0
CASHIER+AGENT,Brady,ASL_2011_06_08_Brady,25,20826,20866,2101,ASL_2011_06_08_Brady-25,733,0
CASHIER+AGENT,Brady,ASL_2011_07_22_Brady,39,2674,2715,2102,ASL_2011_07_22_Brady-39,930,0
CAT+,Lana,ASL_2006_10_10,5,1315,1344,2103,ASL_2006_10_10-5,19,0
CAT+,Liz,ASL_2008_01_11,66,736,775,2104,ASL_2008_01_11-66,105,0
CAT+,Naomi,ASL_2008_08_04,42,1312,1345,2105,ASL_2008_08_04-42,574,0
CAT++,Dana,ASL_2007_05_24,9,1397,1459,2106,ASL_2007_05_24-9,44,0
CAT+UP,Naomi,ASL_2008_08_13,33,1590,1620,2107,ASL_2008_08_13-33,666,0
CAT+fs-UP,Brady,ASL_2011_06_14_Brady,44,2393,2414,2108,ASL_2011_06_14_Brady-44,788,0
CAT+fs-UP,Brady,ASL_2011_06_14_Brady,44,3576,3601,2109,ASL_2011_06_14_Brady-44,788,0
CAT+fs-UP,Naomi,ASL_2008_08_13,33,1837,1870,2110,ASL_2008_08_13-33,666,0
CATCH,Brady,ASL_2011_06_08_Brady,25,21991,22002,2111,ASL_2011_06_08_Brady-25,733,0
CATCH,Liz,ASL_2008_01_11,66,1055,1085,2112,ASL_2008_01_11-66,105,0
CATCH-BALL,Tyler,ASL_2008_05_12a,41,1335,1361,2113,ASL_2008_05_12a-41,413,0
CATCH-BALL_2,Liz,ASL_2008_01_11,66,927,950,2114,ASL_2008_01_11-66,105,0
CATCH-BALL_3,Brady,ASL_2011_06_08_Brady,25,22266,22281,2115,ASL_2011_06_08_Brady-25,733,0
CATCH_2,Naomi,ASL_2008_08_04,42,2525,2538,2116,ASL_2008_08_04-42,574,0
CATCH_2,Tyler,ASL_2008_05_12a,41,1608,1620,2117,ASL_2008_05_12a-41,413,0
CATERPILLAR+,Naomi,ASL_2008_08_04,42,2897,2935,2118,ASL_2008_08_04-42,574,0
CATERPILLAR++,Brady,ASL_2011_06_08_Brady,26,1211,1257,2119,ASL_2011_06_08_Brady-26,734,0
CATERPILLAR+++,Liz,ASL_2008_01_11,66,1316,1375,2120,ASL_2008_01_11-66,105,0
CATERPILLAR_2++,Brady,ASL_2011_06_08_Brady,26,725,775,2121,ASL_2011_06_08_Brady-26,734,0
CATERPILLAR_2++,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,9,1242,1335,2122,ASL_2010_08_10_Liz_additional_lexicon_signs-9,718,0
CATERPILLAR_2+++,Tyler,ASL_2008_05_12a,41,1828,1890,2123,ASL_2008_05_12a-41,413,0
CATHOLIC,Liz,ASL_2008_01_11,67,270,328,2124,ASL_2008_01_11-67,106,0
CATHOLIC,Naomi,ASL_2008_08_04,42,3477,3509,2125,ASL_2008_08_04-42,574,0
CATHOLIC,Tyler,ASL_2008_05_12a,41,2075,2110,2126,ASL_2008_05_12a-41,413,0
CAUSE,Brady,ASL_2011_06_08_Brady,26,2340,2360,2127,ASL_2011_06_08_Brady-26,734,0
CAUSE,Liz,ASL_2008_01_11,67,460,490,2128,ASL_2008_01_11-67,106,0
CAUSE,Naomi,ASL_2008_08_04,42,3840,3864,2129,ASL_2008_08_04-42,574,0
CAUSE,Tyler,ASL_2008_05_12a,41,2427,2457,2130,ASL_2008_05_12a-41,413,0
CEILING,Brady,ASL_2011_06_08_Brady,26,3117,3132,2131,ASL_2011_06_08_Brady-26,734,0
CEILING,Liz,ASL_2008_01_11,67,690,720,2132,ASL_2008_01_11-67,106,0
CEILING,Naomi,ASL_2008_08_04,42,4117,4140,2133,ASL_2008_08_04-42,574,0
CEILING,Tyler,ASL_2008_05_12a,41,2705,2740,2134,ASL_2008_05_12a-41,413,0
CELEBRATE,Brady,ASL_2011_06_08_Brady,11,11813,11847,2135,ASL_2011_06_08_Brady-11,720,0
CELEBRATE,Brady,ASL_2011_06_08_Brady,26,3425,3457,2136,ASL_2011_06_08_Brady-26,734,0
CELEBRATE,Liz,ASL_2008_01_11,67,925,990,2137,ASL_2008_01_11-67,106,0
CELEBRATE,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,23,1230,1290,2138,ASL_2010_08_10_Liz_additional_lexicon_signs-23,703,0
CELEBRATE,Tyler,ASL_2008_05_12a,42,295,360,2139,ASL_2008_05_12a-42,414,0
CELEBRATE+(2h)IX-honorific:upward,Brady,ASL_2011_06_14_Brady,31,161,198,2140,ASL_2011_06_14_Brady-31,776,0
CELEBRATE+(2h)IX-honorific:upward,Liz,ASL_2010_08_10_Liz_additional_lexicon_signs,29,2605,2658,2141,ASL_2010_08_10_Liz_additional_lexicon_signs-29,709,0
CENT+EIGHT,Brady,ASL_2011_06_14_Brady,10,7764,7785,2142,ASL_2011_06_14_Brady-10,753,0
CENT+EIGHT,Liz,ASL_2008_01_18,29,1830,1877,2143,ASL_2008_01_18-29,147,0
CENT+EIGHT,Naomi,ASL_2008_08_06,29,1176,1200,2144,ASL_2008_08_06-29,611,0
CENT+FIVE,Liz,ASL_2008_02_15,19,1467,1506,2145,ASL_2008_02_15-19,240,0
CENT+ONE,Liz,ASL_2008_02_15,34,4264,4294,2146,ASL_2008_02_15-34,257,0
CENT+TEN,Brady,ASL_2011_06_14_Brady,4,1979,1996,2147,ASL_2011_06_14_Brady-4,783,0
CENT+TEN,Brady,ASL_2011_06_14_Brady,5,684,704,2148,ASL_2011_06_14_Brady-5,793,0
CENT+TEN,Liz,ASL_2008_01_18,17,2025,2087,2149,ASL_2008_01_18-17,134,0
CENT+TEN,Naomi,ASL_2008_08_06,17,2733,2745,2150,ASL_2008_08_06-17,598,0
CENT+TEN,Tyler,ASL_2008_05_12b,16,2166,2197,2151,ASL_2008_05_12b-16,434,0
CENT+TWENTY-FIVE,Brady,ASL_2011_07_19_Brady,48,2152,2176,2152,ASL_2011_07_19_Brady-48,856,0
CENT+TWENTY-FIVE,Liz,ASL_2008_02_29,4,503,542,2153,ASL_2008_02_29-4,313,0
CENTER,Brady,ASL_2011_06_08_Brady,26,3945,3970,2154,ASL_2011_06_08_Brady-26,734,0
CENTER,Dana,ASL_2007_05_24,8,2590,2650,2155,ASL_2007_05_24-8,43,0
CENTER,Lana,ASL_2006_10_10,4,2566,2586,2156,ASL_2006_10_10-4,18,0
CENTER,Liz,ASL_2008_01_11,67,1130,1166,2157,ASL_2008_01_11-67,106,0
CENTER,Naomi,ASL_2008_08_04,43,1146,1175,2158,ASL_2008_08_04-43,575,0
CENTER,Tyler,ASL_2008_05_12a,42,500,535,2159,ASL_2008_05_12a-42,414,0
CENTER+ns-AMERICA,Brady,ASL_2011_06_14_Brady,3,4847,4882,2160,ASL_2011_06_14_Brady-3,774,0
CENTER+ns-AMERICA,Tyler,ASL_2008_05_12a,42,1255,1340,2161,ASL_2008_05_12a-42,414,0
CEREAL++,Liz,ASL_2008_01_11,68,596,661,2162,ASL_2008_01_11-68,107,0
CEREAL++,Tyler,ASL_2008_05_12a,42,1555,1616,2163,ASL_2008_05_12a-42,414,0
CEREAL_2++,Brady,ASL_2011_06_08_Brady,26,5451,5510,2164,ASL_2011_06_08_Brady-26,734,0
CERTIFY,Brady,ASL_2011_06_08_Brady,26,5839,5854,2165,ASL_2011_06_08_Brady-26,734,0
CERTIFY,Brady,ASL_2011_06_08_Brady,26,6250,6267,2166,ASL_2011_06_08_Brady-26,734,0
CERTIFY,Liz,ASL_2008_01_11,68,1080,1110,2167,ASL_2008_01_11-68,107,0
CERTIFY,Naomi,ASL_2008_08_04,43,4295,4320,2168,ASL_2008_08_04-43,575,0
CERTIFY,Tyler,ASL_2008_05_12a,42,1775,1792,2169,ASL_2008_05_12a-42,414,0
CERTIFY+,Naomi,ASL_2008_08_04,43,3187,3225,2170,ASL_2008_08_04-43,575,0
CERTIFY+,Tyler,ASL_2008_05_12a,42,1986,2016,2171,ASL_2008_05_12a-42,414,0
CERTIFY++,Liz,ASL_2008_01_11,68,830,875,2172,ASL_2008_01_11-68,107,0
CHAIN/OLYMPICS,Brady,ASL_2011_06_08_Brady,26,6496,6579,2173,ASL_2011_06_08_Brady-26,734,0
CHAIN/OLYMPICS,Brady,ASL_2011_07_19_Brady,19,1276,1334,2174,ASL_2011_07_19_Brady-19,825,0
CHAIN/OLYMPICS,Liz,ASL_2008_01_11,68,1300,1350,2175,ASL_2008_01_11-68,107,0
CHAIN/OLYMPICS,Liz,ASL_2008_02_15,24,1190,1252,2176,ASL_2008_02_15-24,246,0
CHAIN/OLYMPICS,Naomi,ASL_2008_08_04,43,4550,4605,2177,ASL_2008_08_04-43,575,0
CHAIN/OLYMPICS,Tyler,ASL_2008_05_12a,42,2425,2505,2178,ASL_2008_05_12a-42,414,0
CHALK,Brady,ASL_2011_06_08_Brady,26,7140,7178,2179,ASL_2011_06_08_Brady-26,734,0
CHALK,Liz,ASL_2008_01_11,69,270,320,2180,ASL_2008_01_11-69,108,0
CHALK,Naomi,ASL_2008_08_04,43,5120,5145,2181,ASL_2008_08_04-43,575,0
CHALLENGE,Brady,ASL_2011_06_08_Brady,26,7969,7984,2182,ASL_2011_06_08_Brady-26,734,0
CHALLENGE,Liz,ASL_2008_01_11,69,460,495,2183,ASL_2008_01_11-69,108,0
CHALLENGE,Naomi,ASL_2008_08_04,44,195,225,2184,ASL_2008_08_04-44,576,0
CHALLENGE,Tyler,ASL_2008_05_12a,43,340,360,2185,ASL_2008_05_12a-43,415,0
CHAMP,Tyler,ASL_2008_05_12a,43,855,875,2186,ASL_2008_05_12a-43,415,0
CHANCE,Brady,ASL_2011_06_08_Brady,26,13704,13724,2187,ASL_2011_06_08_Brady-26,734,0
